mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	slur	decrescendo_hairpin	crescendo_hairpin
19	19	145/4	145/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	257				40		
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	258						
19	19	37	37	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	259						
19	19	149/4	149/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	260				41		
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	261						
20	20	305/8	305/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	262				42		
20	20	153/4	153/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	263	>			42		
20	20	307/8	307/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	264				42		
20	20	77/2	77/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	265				42		
20	20	309/8	309/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	266				42		
20	20	155/4	155/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	267				42		
20	20	311/8	311/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	268						
20	20	313/8	313/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	269				43		
20	20	157/4	157/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	270	>			43		
20	20	315/8	315/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	271				43		
20	20	79/2	79/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	272				43		
20	20	317/8	317/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	273				43		
20	20	159/4	159/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	274				43		
20	20	319/8	319/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	275						
20	20	38	38	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	276						
20	20	153/4	153/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	277				44		
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	278						
20	20	39	39	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	279						
20	20	157/4	157/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	280				45		
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	281						
21	21	321/8	321/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	282				46		
21	21	161/4	161/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	283				46		
21	21	323/8	323/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	284				46		
21	21	81/2	81/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	285				46		
21	21	325/8	325/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	286				46		
21	21	163/4	163/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	287				46		
21	21	327/8	327/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	288						
21	21	329/8	329/8	0.25	9/32	9/32	Chord	2/4	1	1	1/16	1/16	1	289				47		
21	21	331/8	331/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	290				47		
21	21	83/2	83/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	291				47		
21	21	333/8	333/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	292				47		
21	21	167/4	167/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	293				47		
21	21	335/8	335/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	294						
21	21	40	40	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	295						
21	21	161/4	161/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	296			articAccentAbove	48		
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	297						
21	21	41	41	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	298						
21	21	165/4	165/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	299			articAccentBelow	49		
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	300						
22	22	337/8	337/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	301				50		
22	22	169/4	169/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	302				50		
22	22	339/8	339/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	303				50		
22	22	85/2	85/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	304				50		
22	22	341/8	341/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	305				50		
22	22	171/4	171/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	306				50		
22	22	343/8	343/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	307						
22	22	345/8	345/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	308				51		
22	22	173/4	173/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	309				51		
22	22	347/8	347/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	310				51		
22	22	87/2	87/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	311				51		
22	22	349/8	349/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	312				51		
22	22	175/4	175/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	313				51		
22	22	351/8	351/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	314						
22	22	42	42	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	315						
22	22	169/4	169/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	316			articAccentAbove	52		
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	317						
22	22	43	43	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	318						
22	22	173/4	173/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	319			articAccentAbove	53		
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	320						
23	23	353/8	353/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	321				54		
23	23	177/4	177/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	322				54		
23	23	355/8	355/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	323				54		
23	23	89/2	89/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	324				54		
23	23	357/8	357/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	325				54		
23	23	179/4	179/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	326				54		
23	23	359/8	359/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	327						
23	23	361/8	361/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	328				55		
23	23	181/4	181/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	329				55		
23	23	363/8	363/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	330				55		
23	23	91/2	91/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	331				55		
23	23	365/8	365/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	332				55		
23	23	183/4	183/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	333				55		
23	23	367/8	367/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	334						
23	23	44	44	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	335						
23	23	177/4	177/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	336			articAccentAbove	56		
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	337						
23	23	45	45	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	338						
23	23	181/4	181/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	339			articAccentAbove	57		
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	340						
24	24	369/8	369/8	0.25	1/32	1/32	Chord	2/4	1	1	1/16	1/16	1	341				58		
24	24	371/8	371/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	342				58		
24	24	93/2	93/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	343				58		
24	24	373/8	373/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	344				58		
24	24	187/4	187/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	345				58		
24	24	375/8	375/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	346						
24	24	377/8	377/8	0.25	9/32	9/32	Chord	2/4	1	1	1/16	1/16	1	347				59		
24	24	379/8	379/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	348				59		
24	24	95/2	95/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	349				59		
24	24	381/8	381/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	350				59		
24	24	191/4	191/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	351				59		
24	24	383/8	383/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	352						
24	24	46	46	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	353						
24	24	185/4	185/4	0.0	1/16	1/16	Dynamic	2/4	2	1	0					sf				
24	24	185/4	185/4	0.5	1/16	1/16	Chord	2/4	2	1	1/8	1/8	1	354				60		
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	355						
24	24	47	47	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	356						
24	24	189/4	189/4	0.0	5/16	5/16	Dynamic	2/4	2	1	0					sf				
24	24	189/4	189/4	0.5	5/16	5/16	Chord	2/4	2	1	1/8	1/8	1	357				61		
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	358						
25	25	385/8	385/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	359				62		
25	25	193/4	193/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	360				62		
25	25	387/8	387/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	361				62		
25	25	97/2	97/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	362				62		
25	25	389/8	389/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	363				62		
25	25	195/4	195/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	364				62		
25	25	391/8	391/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	365						
25	25	393/8	393/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	366				63		
25	25	197/4	197/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	367				63		
25	25	395/8	395/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	368				63		
25	25	99/2	99/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	369				63		
25	25	397/8	397/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	370				63		
25	25	199/4	199/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	371				63		
25	25	399/8	399/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	372						
25	25	48	48	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	373						
25	25	49	49	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	374						
26	26	401/8	401/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	375				64		
26	26	201/4	201/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	376				64		
26	26	403/8	403/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	377				64		
26	26	101/2	101/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	378				64		
26	26	405/8	405/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	379				64		
26	26	203/4	203/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	380				64		
26	26	407/8	407/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	381						
26	26	409/8	409/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	382				65		
26	26	205/4	205/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	383				65		
26	26	411/8	411/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	384				65		
26	26	103/2	103/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	385				65		
26	26	413/8	413/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	386				65		
26	26	207/4	207/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	387				65		
26	26	415/8	415/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	388						
26	26	50	50	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	389						
26	26	51	51	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	390						
27	27	417/8	417/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	391				66		
27	27	209/4	209/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	392				66		
27	27	419/8	419/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	393				66		
27	27	105/2	105/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	394				66		
27	27	421/8	421/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	395				66		
27	27	211/4	211/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	396				66		
27	27	423/8	423/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	397						
27	27	425/8	425/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	398				67		
27	27	213/4	213/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	399				67		
27	27	427/8	427/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	400				67		
27	27	107/2	107/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	401				67		
27	27	429/8	429/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	402				67		
27	27	215/4	215/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	403				67		
27	27	431/8	431/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	404						
27	27	52	52	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	405						
27	27	53	53	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	406						
28	28	433/8	433/8	0.0	1/32	1/32	Dynamic	2/4	1	1	0					p				
28	28	433/8	433/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	407				68		
28	28	217/4	217/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	408				68		
28	28	435/8	435/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	409				68		
28	28	109/2	109/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	410				68		
28	28	437/8	437/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	411				68		
28	28	219/4	219/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	412				68		
28	28	439/8	439/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	413						
28	28	441/8	441/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	414				69		
28	28	221/4	221/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	415				69		
28	28	443/8	443/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	416				69		
28	28	111/2	111/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	417				69		
28	28	445/8	445/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	418				69		
28	28	223/4	223/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	419				69		
28	28	447/8	447/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	420						
28	28	54	54	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	421						
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	422				70		
28	28	55	55	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	423				70		
28	28	221/4	221/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	424				70		
28	28	111/2	111/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	425				70		
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	426						
29	29	449/8	449/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	427				71		
29	29	225/4	225/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	428				71		
29	29	451/8	451/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	429				71		
29	29	113/2	113/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	430				71		
29	29	453/8	453/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	431				71		
29	29	227/4	227/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	432				71		
29	29	455/8	455/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	433						
29	29	457/8	457/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	434				72		
29	29	229/4	229/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	435				72		
29	29	459/8	459/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	436				72		
29	29	115/2	115/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	437				72		
29	29	461/8	461/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	438				72		
29	29	231/4	231/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	439				72		
29	29	463/8	463/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	440						
29	29	56	56	0.0	0	0	Dynamic	2/4	2	1	0					ff				
29	29	56	56	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	441						
29	29	57	57	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	442						
30	30	465/8	465/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	443				73		
30	30	233/4	233/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	444				73		
30	30	467/8	467/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	445				73		
30	30	117/2	117/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	446				73		
30	30	469/8	469/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	447				73		
30	30	235/4	235/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	448				73		
30	30	471/8	471/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	449						
30	30	473/8	473/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	450				74		
30	30	237/4	237/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	451				74		
30	30	475/8	475/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	452				74		
30	30	119/2	119/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	453				74		
30	30	477/8	477/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	454				74		
30	30	239/4	239/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	455				74		
30	30	479/8	479/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	456						
30	30	58	58	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	457						
30	30	59	59	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	458						
31	31	481/8	481/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	459				75		
31	31	241/4	241/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	460				75		
31	31	483/8	483/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	461				75		
31	31	121/2	121/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	462				75		
31	31	485/8	485/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	463				75		
31	31	243/4	243/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	464				75		
31	31	487/8	487/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	465						
31	31	489/8	489/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	466				76		
31	31	245/4	245/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	467				76		
31	31	491/8	491/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	468				76		
31	31	123/2	123/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	469				76		
31	31	493/8	493/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	470				76		
31	31	247/4	247/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	471				76		
31	31	495/8	495/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	472						
31	31	60	60	0.0	0	0	Dynamic	2/4	2	1	0					p				
31	31	60	60	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	473						
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	474				77		
31	31	61	61	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	475				77		
31	31	245/4	245/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	476				77		
31	31	123/2	123/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	477				77		
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	478						
32	32	497/8	497/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	479				78		
32	32	249/4	249/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	480				78		
32	32	499/8	499/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	481				78		
32	32	125/2	125/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	482				78		
32	32	501/8	501/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32	1/32	1	483				78		
32	32	251/4	251/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32	1/32	1	484				78		
32	32	503/8	503/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32	1/32	1	485						
32	32	505/8	505/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32	1/32	1	486				79		
32	32	253/4	253/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32	1/32	1	487				79		
32	32	507/8	507/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32	1/32	1	488				79		
32	32	127/2	127/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	489				79		
32	32	509/8	509/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	490				79		
32	32	255/4	255/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	491				79		
32	32	511/8	511/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	492						
32	32	62	62	0.0	0	0	Dynamic	2/4	2	1	0					ff				
32	32	62	62	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	493						
32	32	63	63	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	494						
33	33	513/8	513/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32	1/32	1	495				80		
33	33	257/4	257/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32	1/32	1	496				80		
33	33	515/8	515/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32	1/32	1	497				80		
33	33	129/2	129/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32	1/32	1	498				80		
