mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
146	146	0	0	3/4	2	1	i	0.562089	3.5		/	c	iv		i		i							m	1	1	-1, -4, 0		-1.0	-1.0	1	4	0.2	0.25	2.0	0.1111111111111111
147	147	0	0	3/4	2	1	i.iio					c	i		iio		ii	o						o	1	1	2, -1, -4		2.0	2.0	1	6	0.14285714285714285	0.25	2.0	0.1111111111111111
148	148	0	0	3/4	2	1	V65					c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1.0	5.0	1	4	0.2	0.25	2.0	0.1111111111111111
149	149	0	0	3/4	2	1	V7					c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	1	6	0.14285714285714285	0.25	2.0	0.1111111111111111
150	150	0	0	3/4	2	1	i|IAC}					c	i		i		i					IAC	}	m	1	1	0, -3, 1		0.0	0.0	1	4	0.2	0.25	1.0	0.2
151	151	0	0	3/4	2	1	VI{					c	i		VI		VI						{	M	1	1	-4, 0, -3		-4.0	-4.0	1	8	0.1111111111111111	0.25	2.75	0.08333333333333333
152	152	0	0	3/4	2	1	iv					c	i		iv		iv							m	1	1	-1, -4, 0		-1.0	-1.0	1	5	0.16666666666666666	0.25	2.75	0.08333333333333333
153	153	0	0	3/4	2	1	iio					c	i		iio		ii	o						o	1	1	2, -1, -4		2.0	2.0	1	8	0.1111111111111111	0.25	2.75	0.08333333333333333
154	154	0	0	3/4	2	1	V65					c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1.0	5.0	1	6	0.14285714285714285	0.25	3.5	0.06666666666666667
155	155	0	0	3/4	2	1	V7					c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	1	5	0.16666666666666666	0.25	2.25	0.1
155	155	1/2	1/2	3/4	2	1	#viio					c	i		#viio		#vii	o						o	1	1	5, 2, -1		5.0	5.0	0	3	0.0	0.0	0.75	0.0
156	156	0	0	3/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	1	3	0.25	0.25	1.25	0.16666666666666666
156	156	1/2	1/2	3/4	2	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	3	0.0	0.0	0.75	0.0
157	157	0	0	3/4	2	1	iv(97)					c	i		iv(97)		iv			97				m	1	1	-1, -4, 0	1, -3	-1.0	-1.0	0	4	0.0	0.0	1.5	0.0
157	157	1/4	1/4	3/4	2	1	iio6	-0.112418	4.02329	0.275164	/	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2.0	-1.0	0	2	0.0	0.0	0.5	0.0
157	157	1/2	1/2	3/4	2	1	viio7/V					c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6.0	6.0	0	4	0.0	0.0	1.0	0.0
158	158	0	0	3/4	2	1	V[V|HC}					c	i	V	V		V					HC	}	M	1	1	1, 5, 2		1.0	1.0	0	5	0.0	0.0	1.25	0.0
158	158	1/2	1/2	3/4	2	1	V6{					c	i	V	V6		V		6				{	M	1	1	5, 2, 1		1.0	5.0	0	3	0.0	0.0	0.75	0.0
159	159	0	0	3/4	2	1	iv6					c	i	V	iv6		iv		6					m	1	1	-4, 0, -1		-1.0	-4.0	1	3	0.25	0.25	0.75	0.25
159	159	1/2	1/2	3/4	2	1	III6					c	i	V	III6		III		6					M	1	1	1, -2, -3		-3.0	1.0	0	3	0.0	0.0	0.75	0.0
160	160	0	0	3/4	2	1	iio6					c	i	V	iio6		ii	o	6					o	1	1	-1, -4, 2		2.0	-1.0	1	3	0.25	0.25	0.75	0.25
160	160	1/2	1/2	3/4	2	1	i6					c	i	V	i6		i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	3	0.0	0.0	0.75	0.0
161	161	0	0	3/4	2	1	#viio6					c	i	V	#viio6		#vii	o	6					o	1	1	2, -1, 5		5.0	2.0	1	3	0.25	0.25	0.75	0.25
161	161	1/2	1/2	3/4	2	1	VI6					c	i	V	VI6		VI		6					M	1	1	0, -3, -4		-4.0	0.0	0	3	0.0	0.0	0.75	0.0
162	162	0	0	3/4	2	1	V6					c	i	V	V6		V		6					M	1	1	5, 2, 1		1.0	5.0	0	7	0.0	0.0	1.75	0.0
163	163	0	0	3/4	2	1	iv6					c	i	V	iv6		iv		6					m	1	1	-4, 0, -1		-1.0	-4.0	1	3	0.25	0.25	0.75	0.25
163	163	1/2	1/2	3/4	2	1	III6					c	i	V	III6		III		6					M	1	1	1, -2, -3		-3.0	1.0	0	3	0.0	0.0	0.75	0.0
164	164	0	0	3/4	2	1	iio6					c	i	V	iio6		ii	o	6					o	1	1	-1, -4, 2		2.0	-1.0	1	3	0.25	0.25	0.75	0.25
164	164	1/2	1/2	3/4	2	1	i6					c	i	V	i6		i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	3	0.0	0.0	0.75	0.0
165	165	0	0	3/4	2	1	#viio6					c	i	V	#viio6		#vii	o	6					o	1	1	2, -1, 5		5.0	2.0	1	3	0.25	0.25	0.75	0.25
165	165	1/2	1/2	3/4	2	1	VI6					c	i	V	VI6		VI		6					M	1	1	0, -3, -4		-4.0	0.0	0	3	0.0	0.0	0.75	0.0
166	166	0	0	3/4	2	1	V6	-0.449671	3.3123		/	c	i	V	V6		V		6					M	1	1	5, 2, 1		1.0	5.0	0	5	0.0	0.0	1.25	0.0
166	166	1/2	1/2	3/4	2	1	iv6					c	i	V	iv6		iv		6					m	1	1	-4, 0, -1		-1.0	-4.0	0	3	0.0	0.0	0.75	0.0
167	167	0	0	3/4	2	1	V(64)					c	i	V	V(64)		V			64				M	1	1	1, 0, -3		1.0	1.0	0	5	0.0	0.0	1.25	0.0
167	167	1/2	1/2	3/4	2	1	V7]					c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	3	0.0	0.0	0.75	0.0
168	168	0	0	3/4	2	1	i|PAC}{					c	i		i		i					PAC	}{	m	1	1	0, -3, 1		0.0	0.0	0	24	0.0	0.0	6.9375	0.0
171	171	1/2	1/2	3/4	2	1	V43					c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	4	0.0	0.0	1.0	0.0
172	172	0	0	3/4	2	1	#viio65					c	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5.0	2.0	0	27	0.0	0.0	8.0625	0.0
175	175	1/2	1/2	3/4	2	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0.0	-3.0	1	10	0.09090909090909091	0.125	2.125	0.05555555555555555
177	177	0	0	3/4	2	1	#viio43					c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5.0	-1.0	0	4	0.0	0.0	2.0	0.0
177	177	1/2	1/2	3/4	2	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0.0	-3.0	1	12	0.07692307692307693	0.125	2.375	0.05
179	179	0	0	3/4	2	1	#viio43					c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5.0	-1.0	0	4	0.0	0.0	2.0	0.0
179	179	1/2	1/2	3/4	2	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0.0	-3.0	2	13	0.13333333333333333	0.25	2.75	0.08333333333333333
181	181	0	0	3/4	2	1	#viio43(4)					c	i		#viio43(4)		#vii	o	43	4				o7	1	1	-1, -4, 5, -3		5.0	-1.0	0	5	0.0	0.0	2.0	0.0
181	181	1/4	1/4	3/4	2	1	#viio43					c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5.0	-1.0	0	2	0.0	0.0	0.5	0.0
181	181	1/2	1/2	3/4	2	1	i6					c	i		i6		i		6					m	1	1	-3, 1, 0		0.0	-3.0	0	4	0.0	0.0	1.0	0.0
182	182	0	0	3/4	2	1	#viio6(2)					c	i		#viio6(2)		#vii	o	6	2				o	1	1	2, -1, 0		5.0	2.0	0	4	0.0	0.0	1.5	0.0
182	182	1/4	1/4	3/4	2	1	#viio6					c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5.0	2.0	0	2	0.0	0.0	0.5	0.0
182	182	1/2	1/2	3/4	2	1	VI6					c	i		VI6		VI		6					M	1	1	0, -3, -4		-4.0	0.0	0	4	0.0	0.0	1.0	0.0
183	183	0	0	3/4	2	1	#viio7					c	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5.0	5.0	0	4	0.0	0.0	1.0	0.0
183	183	1/4	1/4	3/4	2	1	V6	0.786925	4.51176		/	c	i		V6		V		6					M	1	1	5, 2, 1		1.0	5.0	0	2	0.0	0.0	0.5	0.0
184	184	1/4	1/4	3/4	2	1	#viio7					c	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5.0	5.0	1	9	0.1	0.08333333333333333	1.4166666666666667	0.05555555555555555
185	185	0	0	3/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	1.0	0.0
186	186	1/4	1/4	3/4	2	1	iio6					c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2.0	-1.0	1	8	0.1111111111111111	0.08333333333333333	1.1666666666666667	0.06666666666666667
187	187	0	0	3/4	2	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1.0	1.0	0	4	0.0	0.0	1.0	0.0
188	188	1/4	1/4	3/4	2	1	V7					c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	8	0.0	0.0	1.0	0.0
189	189	0	0	3/4	2	1	i|PAC}					c	i		i		i					PAC	}	m	1	1	0, -3, 1		0.0	0.0	0	3	0.0	0.0	0.75	0.0
191	191	0	0	3/4	2	1	bV.V{					c	bV		V		V						{	M	1	0	-5, -1, -4		-5.0	-5.0	0	1	0.0	0.0	0.75	0.0
192	192	0	0	3/4	2	1	V2					c	bV		V2		V		2					Mm7	1	0	-7, -5, -1, -4		-5.0	-7.0	0	5	0.0	0.0	2.5	0.0
193	193	0	0	3/4	2	1	I6					c	bV		I6		I		6					M	1	0	-2, -5, -6		-6.0	-2.0	0	5	0.0	0.0	3.0	0.0
194	194	0	0	3/4	2	1	V43					c	bV		V43		V		43					Mm7	1	0	-4, -7, -5, -1		-5.0	-4.0	1	5	0.16666666666666666	0.25	2.75	0.08333333333333333
195	195	0	0	3/4	2	1	I(4)					c	bV		I(4)		I			4				M	1	0	-6, -7, -5		-6.0	-6.0	1	4	0.2	0.25	2.5	0.09090909090909091
195	195	1/2	1/2	3/4	2	1	I}					c	bV		I		I						}	M	1	0	-6, -2, -5		-6.0	-6.0	0	1	0.0	0.0	0.25	0.0
196	196	0	0	3/4	2	1	V2{					c	bV		V2		V		2				{	Mm7	1	0	-7, -5, -1, -4		-5.0	-7.0	0	4	0.0	0.0	2.0	0.0
197	197	0	0	3/4	2	1	I6					c	bV		I6		I		6					M	1	0	-2, -5, -6		-6.0	-2.0	0	5	0.0	0.0	3.0	0.0
198	198	0	0	3/4	2	1	V43	0	-6.55		/	c	bV		V43		V		43					Mm7	1	0	-4, -7, -5, -1		-5.0	-4.0	1	5	0.16666666666666666	0.25	2.75	0.08333333333333333
199	199	0	0	3/4	2	1	I(4)	0	-6.55		/	c	bV		I(4)		I			4				M	1	0	-6, -7, -5		-6.0	-6.0	1	4	0.2	0.25	2.5	0.09090909090909091
199	199	1/2	1/2	3/4	2	1	I}	0.112418	4.12885		/	c	bV		I		I						}	M	1	0	-6, -2, -5		-6.0	-6.0	0	1	0.0	0.0	0.25	0.0
200	200	0	0	3/4	2	1	i.V2/III{					c	i		V2/III		V		2		III		{	Mm7	1	1	-4, -2, 2, -1		-2.0	-4.0	0	5	0.0	0.0	2.5	0.0
201	201	0	0	3/4	2	1	iii6					c	i		iii6		iii		6					m	1	1	-6, -2, -3		-3.0	-6.0	0	5	0.0	0.0	3.0	0.0
202	202	0	0	3/4	2	1	V43/iii					c	i		V43/iii		V		43		iii			Mm7	1	1	-1, -4, -2, 2		-2.0	-1.0	1	5	0.16666666666666666	0.25	2.75	0.08333333333333333
203	203	0	0	3/4	2	1	iii(4)					c	i		iii(4)		iii			4				m	1	1	-3, -4, -2		-3.0	-3.0	2	3	0.4	1.0	1.75	0.36363636363636365
203	203	1/2	1/2	3/4	2	1	iii					c	i		iii		iii							m	1	1	-3, -6, -2		-3.0	-3.0	0	1	0.0	0.0	0.25	0.0
204	204	0	0	3/4	2	1	Fr6/iv					c	i		Fr6/iv	Fr	V		43	b5	V/iv			Fr	1	1	-5, -1, 1, 5		1.0	-5.0	2	4	0.3333333333333333	0.5	2.5	0.16666666666666666
205	205	0	0	3/4	2	1	iv.V(4)					c	iv		V(4)		V			4				M	1	1	0, -1, 1		0.0	0.0	0	5	0.0	0.0	2.75	0.0
205	205	1/2	1/2	3/4	2	1	V	0.112418	7.0924		/	c	iv		V		V							M	1	1	0, 4, 1		0.0	0.0	0	1	0.0	0.0	0.25	0.0
206	206	0	0	3/4	2	1	#viio7/V					c	iv		#viio7/V		#vii	o	7		V			o7	1	1	5, 2, -1, -4		5.0	5.0	1	5	0.16666666666666666	0.25	2.0	0.1111111111111111
207	207	0	0	3/4	2	1	V[V|HC}{					c	iv	V	V		V					HC	}{	M	1	1	0, 4, 1		0.0	0.0	1	5	0.16666666666666666	0.25	1.75	0.125
208	208	0	0	3/4	2	1	V7	2.24836	7.78121		/	c	iv	V	V7		V		7					Mm7	1	1	0, 4, 1, -2		0.0	0.0	3	3	0.5	0.75	1.25	0.375
209	209	0	0	3/4	2	1	III6(4)					c	iv	V	III6(4)		III		6	4				M	1	1	-5, -3, -4		-4.0	-5.0	4	2	0.6666666666666666	1.5	0.5	0.75
210	210	0	0	3/4	2	1	V					c	iv	V	V		V							M	1	1	0, 4, 1		0.0	0.0	2	2	0.5	0.5	1.0	0.3333333333333333
210	210	1/2	1/2	3/4	2	1	V7					c	iv	V	V7		V		7					Mm7	1	1	0, 4, 1, -2		0.0	0.0	0	2	0.0	0.0	0.5	0.0
211	211	0	0	3/4	2	1	V7(4)					c	iv	V	V7(4)		V		7	4				Mm7	1	1	0, -1, 1, -2		0.0	0.0	2	4	0.3333333333333333	0.5	1.5	0.25
212	212	0	0	3/4	2	1	V7(9)					c	iv	V	V7(9)		V		7	9				Mm7	1	1	0, 4, 1, -2	-5	0.0	0.0	5	4	0.5555555555555556	0.75	1.375	0.35294117647058826
213	213	0	0	3/4	2	1	III6					c	iv	V	III6		III		6					M	1	1	0, -3, -4		-4.0	0.0	1	2	0.3333333333333333	0.25	0.875	0.2222222222222222
213	213	1/4	1/4	3/4	2	1	VM7	-0.112418	4.17451		/	c	iv	V	VM7		V	M	7					MM7	1	1	0, 4, 1, 5		0.0	0.0	2	4	0.3333333333333333	0.375	0.625	0.375
214	214	0	0	3/4	2	1	V7]					c	iv	V	V7		V		7					Mm7	1	1	0, 4, 1, -2		0.0	0.0	2	7	0.2222222222222222	0.375	1.75	0.17647058823529413
215	215	0	0	3/4	2	1	IV.I|PAC}{					c	IV		I		I					PAC	}{	M	1	0	-1, 3, 0		-1.0	-1.0	2	14	0.125	0.25	2.75	0.08333333333333333
217	217	0	0	3/4	2	1	V43(4)					c	IV		V43(4)		V		43	4				Mm7	1	0	1, -2, 0, -1		0.0	1.0	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
218	218	0	0	3/4	2	1	V43					c	IV		V43		V		43					Mm7	1	0	1, -2, 0, 4		0.0	1.0	1	6	0.14285714285714285	0.125	0.875	0.125
219	219	0	0	3/4	2	1	V6					c	IV		V6		V		6					M	1	0	4, 1, 0		0.0	4.0	0	5	0.0	0.0	1.25	0.0
219	219	1/2	1/2	3/4	2	1	I					c	IV		I		I							M	1	0	-1, 3, 0		-1.0	-1.0	0	2	0.0	0.0	0.25	0.0
220	220	0	0	3/4	2	1	V6					c	IV		V6		V		6					M	1	0	4, 1, 0		0.0	4.0	1	5	0.16666666666666666	0.125	0.875	0.125
220	220	1/2	1/2	3/4	2	1	V43					c	IV		V43		V		43					Mm7	1	0	1, -2, 0, 4		0.0	1.0	0	3	0.0	0.0	0.5	0.0
221	221	0	0	3/4	2	1	I(4)					c	IV		I(4)		I			4				M	1	0	-1, -2, 0		-1.0	-1.0	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
222	222	0	0	3/4	2	1	I					c	IV		I		I							M	1	0	-1, 3, 0		-1.0	-1.0	8	23	0.25806451612903225	1.0	3.0	0.25
225	225	0	0	3/4	2	1	V43(4)	0	-7.66		/	c	IV		V43(4)		V		43	4				Mm7	1	0	1, -2, 0, -1		0.0	1.0	0	7	0.0	0.0	1.5	0.0
226	226	0	0	3/4	2	1	V43}					c	IV		V43		V		43				}	Mm7	1	0	1, -2, 0, 4		0.0	1.0	0	7	0.0	0.0	1.0	0.0
227	227	0	0	3/4	2	1	V6{					c	IV		V6		V		6				{	M	1	0	4, 1, 0		0.0	4.0	6	18	0.25	0.75	2.25	0.25
229	229	0	0	3/4	2	1	i.iv					c	i		iv		iv							m	1	1	-1, -4, 0		-1.0	-1.0	3	13	0.1875	0.5	2.5	0.16666666666666666
231	231	0	0	3/4	2	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1.0	1.0	0	7	0.0	0.0	1.5	0.0
232	232	0	0	3/4	2	1	V7					c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	9	0.0	0.0	1.5	0.0
233	233	0	0	3/4	2	1	i|IAC}{					c	i		i		i					IAC	}{	m	1	1	0, -3, 1		0.0	0.0	2	18	0.1	0.25	4.25	0.05555555555555555
235	235	0	0	3/4	2	1	V43(4)					c	i		V43(4)		V		43	4				Mm7	1	1	2, -1, 1, 0		1.0	2.0	1	7	0.125	0.125	2.125	0.05555555555555555
236	236	0	0	3/4	2	1	V43					c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1.0	2.0	1	7	0.125	0.125	1.125	0.1
237	237	0	0	3/4	2	1	V6					c	i		V6		V		6					M	1	1	5, 2, 1		1.0	5.0	0	6	0.0	0.0	2.0	0.0
237	237	1/2	1/2	3/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	0	2	0.0	0.0	0.25	0.0
238	238	0	0	3/4	2	1	V6					c	i		V6		V		6					M	1	1	5, 2, 1		1.0	5.0	1	7	0.125	0.125	1.375	0.08333333333333333
238	238	1/2	1/2	3/4	2	1	V43					c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	4	0.0	0.0	0.75	0.0
239	239	0	0	3/4	2	1	i(4)	0	-6.56936		/	c	i		i(4)		i			4				m	1	1	0, -1, 1		0.0	0.0	2	6	0.25	0.25	2.0	0.1111111111111111
240	240	0	0	3/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	1	31	0.03125	0.125	4.125	0.029411764705882353
243	243	0	0	3/4	2	1	V43(4)					c	i		V43(4)		V		43	4				Mm7	1	1	2, -1, 1, 0		1.0	2.0	0	7	0.0	0.0	1.5	0.0
244	244	0	0	3/4	2	1	V43					c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	7	0.0	0.0	1.0	0.0
245	245	0	0	3/4	2	1	V6					c	i		V6		V		6					M	1	1	5, 2, 1		1.0	5.0	0	24	0.0	0.0	3.0	0.0
247	247	0	0	3/4	2	1	i|EC}{					c	i		i		i					EC	}{	m	1	1	0, -3, 1		0.0	0.0	2	5	0.2857142857142857	0.25	0.875	0.2222222222222222
248	248	0	0	3/4	2	1	V6/iv					c	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0.0	4.0	1	7	0.125	0.125	1.375	0.08333333333333333
249	249	0	0	3/4	2	1	iv	0.449671	3.99373	-1.18627	/	c	i		iv		iv							m	1	1	-1, -4, 0		-1.0	-1.0	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
250	250	0	0	3/4	2	1	viio/V					c	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6.0	6.0	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
251	251	0	0	3/4	2	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1.0	1.0	0	7	0.0	0.0	1.5	0.0
252	252	0	0	3/4	2	1	V7					c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	1	8	0.1111111111111111	0.0	1.5	0.0
253	253	0	0	3/4	2	1	i|IAC}					c	i		i		i					IAC	}	m	1	1	0, -3, 1		0.0	0.0	0	14	0.0	0.0	2.0	0.0
255	255	0	0	3/4	2	1	i6{					c	i		i6		i		6				{	m	1	1	-3, 1, 0		0.0	-3.0	1	7	0.125	0.125	1.125	0.1
256	256	0	0	3/4	2	1	V6/iv					c	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0.0	4.0	1	7	0.125	0.125	1.375	0.08333333333333333
257	257	0	0	3/4	2	1	iv					c	i		iv		iv							m	1	1	-1, -4, 0		-1.0	-1.0	1	7	0.125	0.125	1.375	0.08333333333333333
258	258	0	0	3/4	2	1	viio/V					c	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6.0	6.0	1	7	0.125	0.125	1.375	0.08333333333333333
259	259	0	0	3/4	2	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1.0	1.0	2	10	0.16666666666666666	0.25	1.25	0.16666666666666666
260	260	0	0	3/4	2	1	VI					c	i		VI		VI							M	1	1	-4, 0, -3		-4.0	-4.0	2	6	0.25	0.25	0.75	0.25
260	260	1/2	1/2	3/4	2	1	viio/V					c	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6.0	6.0	0	4	0.0	0.0	0.5	0.0
261	261	0	0	3/4	2	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1.0	1.0	2	6	0.25	0.25	0.75	0.25
261	261	1/2	1/2	3/4	2	1	V6/iv					c	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0.0	4.0	0	4	0.0	0.0	0.5	0.0
262	262	0	0	3/4	2	1	iv					c	i		iv		iv							m	1	1	-1, -4, 0		-1.0	-1.0	0	8	0.0	0.0	1.0	0.0
262	262	1/2	1/2	3/4	2	1	viio/V					c	i		viio/V		vii	o			V			o	1	1	6, 3, 0		6.0	6.0	0	4	0.0	0.0	0.5	0.0
263	263	0	0	3/4	2	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1.0	1.0	0	8	0.0	0.0	1.5625	0.0
264	264	0	0	3/4	2	1	Ger6					c	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6.0	-4.0	0	7	0.0	0.0	1.3125	0.0
265	265	0	0	3/4	2	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1.0	1.0	0	7	0.0	0.0	1.3125	0.0
266	266	0	0	3/4	2	1	viio7/V					c	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6.0	6.0	0	7	0.0	0.0	1.3125	0.0
267	267	0	0	3/4	2	1	V(64)					c	i		V(64)		V			64				M	1	1	1, 0, -3		1.0	1.0	0	21	0.0	0.0	4.5	0.0
270	270	1/2	1/2	3/4	2	1	V7					c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	4	0.0	0.0	1.0	0.0
271	271	0	0	3/4	2	1	i|PAC}					c	i		i		i					PAC	}	m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	1.0	0.0
271	271	1/4	1/4	3/4	2	1	V{					c	i		V		V						{	M	1	1	1, 5, 2		1.0	1.0	1	2	0.3333333333333333	0.25	0.75	0.25
272	272	0	0	3/4	2	1	V2					c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1.0	-1.0	1	6	0.14285714285714285	0.25	2.0	0.1111111111111111
272	272	1/2	1/2	3/4	2	1	V43					c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	5	0.0	0.0	1.25	0.0
273	273	0	0	3/4	2	1	i(6)					c	i		i(6)		i			6				m	1	1	0, -3, -4		0.0	0.0	0	4	0.0	0.0	1.5	0.0
273	273	1/4	1/4	3/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	0	3	0.0	0.0	0.75	0.0
274	274	0	0	3/4	2	1	V7					c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	9	0.0	0.0	2.25	0.0
275	275	0	0	3/4	2	1	i(9)					c	i		i(9)		i			9				m	1	1	0, -3, 1	2	0.0	0.0	0	4	0.0	0.0	1.5	0.0
275	275	1/4	1/4	3/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	1	2	0.3333333333333333	0.25	0.5	0.3333333333333333
276	276	0	0	3/4	2	1	V2					c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1.0	-1.0	1	6	0.14285714285714285	0.25	2.0	0.1111111111111111
276	276	1/2	1/2	3/4	2	1	V43					c	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1.0	2.0	0	5	0.0	0.0	1.25	0.0
277	277	0	0	3/4	2	1	i(6)					c	i		i(6)		i			6				m	1	1	0, -3, -4		0.0	0.0	0	4	0.0	0.0	1.5	0.0
277	277	1/4	1/4	3/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	0	3	0.0	0.0	0.75	0.0
278	278	0	0	3/4	2	1	V7					c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	9	0.0	0.0	2.25	0.0
279	279	0	0	3/4	2	1	i(9)					c	i		i(9)		i			9				m	1	1	0, -3, 1	2	0.0	0.0	0	4	0.0	0.0	1.5	0.0
279	279	1/4	1/4	3/4	2	1	i					c	i		i		i							m	1	1	0, -3, 1		0.0	0.0	0	3	0.0	0.0	0.75	0.0
280	280	0	0	3/4	2	1	V7					c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1.0	1.0	0	9	0.0	0.0	2.25	0.0
281	281	0	0	3/4	2	1	i|PAC}{					c	i		i		i					PAC	}{	m	1	1	0, -3, 1		0.0	0.0	0	4	0.0	0.0	1.0	0.0
282	282	0	0	3/4	2	1	V					c	i		V		V							M	1	1	1, 5, 2		1.0	1.0	0	8	0.0	0.0	2.0	0.0
283	283	0	0	3/4	2	1	i|PAC}					c	i		i		i					PAC	}	m	1	1	0, -3, 1		0.0	0.0	0	8	0.0	0.0	2.0	0.0
